smiles,IC50_nM,pIC50,Fingerprint
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CN(C3=O)C,0.018,10.744727494896694,[0 1 0 ... 0 0 0]
CC(C)(C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)C4=CSC=C4)C(=O)O,0.019,10.721246399047171,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(C=CC=C4N3)C5=CN(N=C5)C,0.0196,10.707743928643524,[0 1 0 ... 0 0 0]
CCS(=O)(=O)NC1=CC=CC(=C1)C2=NNC3=C2C=C(C=C3)C4=NN=CN4C(C)C,0.0198,10.703334809738468,[0 1 0 ... 0 0 0]
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,0.0199,10.701146923590294,[0 0 0 ... 0 0 0]
CC(CC#N)N1C=NN=C1C2=NC(=CC=C2)N3CC4=CC=CC=C4C3=O,0.01995,10.700057099977233,[0 1 0 ... 0 0 0]
CCC(C)N1C=NN=C1C2=NC(=CC=C2)N3CC4=CC=CC=C4C3=O,0.01995,10.700057099977233,[0 1 0 ... 0 0 0]
C1CCN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4OCC1,0.02,10.698970004336019,[0 0 1 ... 0 0 0]
CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,0.02,10.698970004336019,[0 1 0 ... 0 0 0]
CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,0.02,10.698970004336019,[0 1 0 ... 0 0 0]
CN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C4CC(C4)(F)F,0.02,10.698970004336019,[0 0 0 ... 1 0 0]
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)C4=CN=CC=C4,0.021,10.67778070526608,[0 0 0 ... 0 0 0]
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)Br,0.021,10.67778070526608,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=CC(=CN=C4)N(C)C,0.021,10.67778070526608,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=NC=CN=C4,0.021,10.67778070526608,[0 1 0 ... 0 0 0]
CC1=CN2C=C(N=C2C=C1)NC(=O)C3=CC=C(C=C3)C(C)(C)C,0.022,10.657577319177793,[0 0 0 ... 0 0 0]
CCN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,0.022,10.657577319177793,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)C5=CC=NC=C5,0.0231,10.636388020107855,[0 1 0 ... 0 0 0]
CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,0.0244,10.61261017366127,[0 1 0 ... 0 0 0]
CN1C=C(C=N1)C2=CC3=C(C=C2)OCCCCN4C=NN=C4C5=NC(=CC=C5)NC3=O,0.025,10.602059991327963,[0 0 0 ... 0 0 0]
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(N=CC(=C3)F)OC,0.025,10.602059991327963,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC=CC(=C4)C5=CN(N=C5)COC,0.0269,10.570247719997592,[0 1 0 ... 0 0 0]
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(N=CC=C3)OC,0.027,10.568636235841012,[0 1 0 ... 0 0 0]
CC1=CC(=C(C=C1C(=O)N)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)OC,0.028,10.55284196865778,[0 1 0 ... 0 0 0]
C1CCOC2=C(C=C(C=C2)N3CC4(C3)COC4)C(=O)NC5=CC=CC(=N5)C6=NN=CN6C1,0.028,10.55284196865778,[0 0 0 ... 0 0 0]
CC1=CN(C=N1)C2=CC3=C(C=C2)OCCCCN4C=NN=C4C5=NC(=CC=C5)NC3=O,0.028,10.55284196865778,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=CN=CC(=C4)C5CC5,0.028,10.55284196865778,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=NN(C=C3)C,0.029,10.537602002101044,[0 1 0 ... 0 0 0]
CCOC(C)N1C=C(C=N1)C2=CC(=CC=C2)C3=NNC4=C3C=C(C=C4)C5=NN=CN5C(C)C,0.0299,10.52432881167557,[0 1 0 ... 0 0 0]
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)N4C=CC=C4,0.03,10.522878745280337,[0 0 0 ... 0 0 0]
C1CCOC2=C(C=C(C=C2)Br)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C1,0.031,10.508638306165727,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3CN(CCO3)C4=CN=CC=C4,0.031,10.508638306165727,[0 1 0 ... 0 0 0]
CN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C4(CC4)C(F)(F)F,0.031,10.508638306165727,[0 0 0 ... 0 0 0]
CC(COC)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.031,10.508638306165727,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)C5=CNN=C5,0.0316,10.500312917381596,[0 1 0 ... 0 0 0]
CC(CO)N1C=NN=C1C2=NC(=CC=C2)N3CC4=CC=CC=C4C3=O,0.03162,10.500038134403809,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=C(C=C4)N5CCOCC5)N6C=C(N=C6)C7CC7,0.0318,10.497572880015568,[0 1 0 ... 0 0 0]
CC(C)(CO)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)N4C=CN=C4,0.032,10.494850021680094,[0 0 0 ... 0 0 0]
CC1CCCOC2=NN(C=C2C(=O)NC3=CC=CC(=N3)C4=NN=CN14)C,0.032,10.494850021680094,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=C4C(=N3)N=CN4,0.0326,10.48678239993206,[0 1 0 ... 0 0 0]
CC1=CC2=C(C=C1)C=C(N2)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C(C)C,0.0328,10.48412615628832,[0 1 0 ... 0 0 0]
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NN4C=CC=CC4=C3,0.0338,10.471083299722345,[0 1 0 ... 0 0 0]
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)F,0.034,10.468521082957745,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)CCOC,0.035,10.455931955649724,[0 1 0 ... 0 0 0]
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)CC(F)(F)F,0.036,10.443697499232712,[0 1 0 ... 0 0 0]
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,0.037,10.431798275933005,[0 0 0 ... 0 0 0]
CC1CCOC2=C(C=C(C(=C2)F)C3=CN(N=C3)CCN(C)C)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C1,0.037,10.431798275933005,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)N5C=NC(=N5)C6CC6,0.037,10.431798275933005,[0 1 0 ... 0 0 0]
CC(C(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.037,10.431798275933005,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)C5=CNN=C5,0.0375,10.425968732272281,[0 1 0 ... 0 0 0]
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=CC4=CC=CC=C43,0.0379,10.421360790031928,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)C5=CNN=C5,0.0389,10.410050398674292,[0 1 0 ... 0 0 0]
CC(CCO)N1C=NN=C1C2=NC(=CC=C2)N3CC4=CC=CC=C4C3=O,0.03981,10.400007822415901,[0 1 0 ... 0 0 0]
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.04,10.397940008672037,[0 1 0 ... 0 0 0]
CCS(=O)(=O)NC1=CC(=C(C=C1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,0.041,10.387216143280265,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=CC=CC=C4N3,0.0414,10.3829996588791,[0 1 0 ... 0 0 0]
CC1CCCOC2=C(C=CC(=C2)F)C(=O)NC3=CC=CC(=N3)C4=NN=CN14,0.043,10.366531544420413,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CC=CC=N3,0.0434,10.362510270487489,[0 1 0 ... 0 0 0]
CC(COC)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.044,10.356547323513812,[0 1 0 ... 0 0 0]
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4C=C3,0.0474,10.324221658325914,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=CC4=CC=CC=C43,0.0485,10.314258261397736,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC(=C4)OC)N5C=C(N=C5)C6CC6,0.0486,10.313363730737706,[0 1 0 ... 0 0 0]
C1=CC2=C(NC=C2C3=CC=C(S3)S(=O)(=O)NCCN)N=C1,0.05,10.301029995663981,[0 0 0 ... 0 0 0]
C1CC1C2=CN(C=N2)C3=CC=CC(=C3)C4=NNC5=C4C=C(C=C5)C6=NN=CN6C7CC7,0.05,10.301029995663981,[0 0 0 ... 1 0 0]
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=NN=CC=C4,0.05,10.301029995663981,[0 1 0 ... 0 0 0]
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C4C(=CC=C3)N=CC=N4,0.05,10.301029995663981,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC=CC(=C4)C5=CN(N=C5)C6CCOCC6,0.0501,10.300162274132754,[0 1 0 ... 0 0 0]
CCC(C)N1C=NN=C1C2=NC(=CC=C2)N3CC4=CC=CC=C4C3=O,0.05012,10.299988937677888,[0 1 0 ... 0 0 0]
CC1=CC(=C(C=C1)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)F,0.05012,10.299988937677888,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CC4=CC=CC=C4C=N3,0.0506,10.2958494831602,[0 1 0 ... 0 0 0]
CC1=CC(=C(N=C1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C(F)(F)F,0.051,10.292429823902063,[0 1 0 ... 0 0 0]
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC=C3OC,0.053,10.275724130399212,[0 1 0 ... 0 0 0]
C1CCC(C1)N2C=NN=C2C3=CC4=C(C=C3)NN=C4C5=CC(=CC=C5)N6C=C(N=C6)C7CC7,0.0541,10.26680273489343,[0 0 0 ... 1 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)OC,0.0543,10.265200170411154,[0 1 0 ... 0 0 0]
CC1=CC(=C(C=C1)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)F,0.055,10.259637310505756,[0 1 0 ... 0 0 0]
CC1=CC(=C(C=C1)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)F,0.055,10.259637310505756,[0 1 0 ... 0 0 0]
CC(C)NC1=NC2=C(C=CC(=C2)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C(C)C)N=C1OC(C)C,0.055,10.259637310505756,[0 1 0 ... 0 0 0]
CCN1C(=CC=N1)C2=CC3=CC(=NC=C3C=C2)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C,0.055,10.259637310505756,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(C=C3)C=CC(=N4)N5CCCC5CCCOC,0.055,10.259637310505756,[0 1 0 ... 0 0 0]
CC(C)NC1=NC2=C(C=C(C(=C2)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C(C)C)F)N=C1OC(C)C,0.055,10.259637310505756,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(C=C3)C=CC(=N4)N5CCCCC5,0.055,10.259637310505756,[0 1 1 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(C=C3F)N=C(C(=N4)N5CCCCC5)OC,0.055,10.259637310505756,[0 1 1 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(C=C3)C=CC(=N4)NCCOC,0.055,10.259637310505756,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=NC=C(C=C4C=C3)N5CCOCC5,0.055,10.259637310505756,[0 1 0 ... 0 0 0]
CC1=C(C=C(C=C1)C2=NNC3=C2C=C(C=C3)C4=NN=CN4C(C)C)N5C=C(N=C5)C6CC6,0.0569,10.244887733604928,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4N=C3,0.058,10.236572006437063,[0 1 0 ... 0 0 0]
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=NC=CN=C4,0.058,10.236572006437063,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CS2)C(=O)NC3=CN(N=C3)CCOC,0.06,10.221848749616356,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)N5C=C(N=C5)C6CC6,0.0622,10.20620961530918,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC=CC(=C4)C5=CN(N=C5)C,0.0636,10.196542884351587,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=C(C=C3)C4=NN(C=C4)C,0.0642,10.192464971931146,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=C(C=C3)C4=CN(N=C4)C,0.0642,10.192464971931146,[0 1 0 ... 0 0 0]
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=CC=CC=C4N3,0.0655,10.183758700008216,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4C=N3,0.0657,10.18243463044022,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CC=NN3,0.0667,10.175874166083451,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)C5=CN=CC=C5,0.0685,10.164309428507574,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4C=C3,0.0691,10.160521952625801,[0 1 0 ... 0 0 0]
CC(C)(C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)N4C=CN=C4)O,0.07,10.154901959985743,[0 0 0 ... 0 0 0]
C1CC(C1)N2C=NN=C2C3=CC4=C(C=C3)NN=C4C5=CC(=CC=C5)N6C=C(N=C6)C7CC7,0.07,10.154901959985743,[0 0 0 ... 1 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=NC4=CC=CC=C43,0.071,10.148741651280925,[0 1 0 ... 0 0 0]
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC4=C3N=CC=C4,0.072,10.142667503568731,[0 1 0 ... 0 0 0]
CCS(=O)(=O)NC1=CC=CC(=C1)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,0.073,10.136677139879545,[0 1 0 ... 0 0 0]
CC1=CC(=C(C=C1S(=O)(=O)C)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)OC,0.073,10.136677139879545,[0 1 0 ... 0 0 0]
CC1CCCOC2=CC=CC=C2C(=O)NC3=CC=CC(=N3)C4=NN=CN14,0.073,10.136677139879545,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)C5=CN(N=C5)C6CCOCC6,0.0737,10.132532512140948,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=CN=CN=C4,0.074,10.130768280269024,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)C(=O)N,0.0742,10.129596094720974,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC(=C4)N5CCOCC5)N6C=C(N=C6)C7CC7,0.0751,10.124360062995832,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC=C3F,0.076,10.119186407719209,[0 1 0 ... 0 0 0]
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4C=N3,0.081,10.09151498112135,[0 1 0 ... 0 0 0]
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)C4=CC=CC=C4,0.082,10.086186147616283,[0 0 0 ... 0 0 0]
CC1=CC(=C(C=C1S(=O)(=O)N)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)OC,0.084,10.075720713938118,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NN4C=CC=CC4=C3,0.0853,10.069050968832476,[0 1 0 ... 0 0 0]
CC1=C(NC2=CC=CC=C12)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C(C)C,0.0882,10.05453141486818,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)Cl,0.0896,10.047691990337874,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.09,10.045757490560675,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.09,10.045757490560675,[0 1 0 ... 0 0 0]
C1CC1NC2=CC(=CC3=NC(=NN23)NC(=O)C4=CN=CC=C4)C(F)(F)F,0.09,10.045757490560675,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=CN=C3,0.0903,10.044312249686495,[0 1 0 ... 0 0 0]
CCOC(C)N1C=C(C=N1)C2=CC3=C(C=C2)C=C(N3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C,0.0911,10.040481623027002,[0 1 0 ... 0 0 0]
CN1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC=C3OC,0.092,10.036212172654444,[0 0 0 ... 0 0 0]
C1CC1NC2=CC(=CC3=NC(=NN23)NC(=O)C4=CN=CC=C4)C(F)(F)F,0.093,10.031517051446064,[0 0 0 ... 0 0 0]
CC(C)N1C=NC=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.093,10.031517051446064,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(C=CC(=C3)C(=O)N)OC,0.094,10.0268721464003,[0 1 0 ... 0 0 0]
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.094,10.0268721464003,[0 1 0 ... 0 0 0]
CC1CCOC2=C(C=CC(=C2)F)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C1,0.095,10.022276394711152,[0 0 0 ... 0 0 0]
CC1=CC2=C(C=C1)OCCCCN3C=NN=C3C4=NC(=CC=C4)NC2=O,0.1,10.0,[0 0 0 ... 0 0 0]
C1CCOC2=C(C=C(C=C2)N3CCOCC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C1,0.1,10.0,[0 0 0 ... 0 0 0]
C1CCN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4OCC1,0.1,10.0,[0 0 1 ... 0 0 0]
CC1=C(N(C=N1)C2=CC3=C(C=C2)OCCCCN4C=NN=C4C5=NC(=CC=C5)NC3=O)C,0.1,10.0,[0 0 0 ... 0 0 0]
CC1CCN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4OC1,0.1,10.0,[0 0 0 ... 0 0 0]
CC1CCN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4OC1,0.1,10.0,[0 0 0 ... 0 0 0]
C1CCN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4OCC1,0.1,10.0,[0 0 1 ... 0 0 0]
C1C=CCOC2=C(C=CC=C2Br)C(=O)NC3=CC=CC(=N3)C4=NN=CN41,0.1,10.0,[0 0 0 ... 0 0 0]
CC1=CC2=C(C=C1)OCCCCN3C=NN=C3C4=NC(=CC=C4)NC2=O,0.1,10.0,[0 0 0 ... 0 0 0]
CC1=C(N(C=N1)C2=CC3=C(C=C2)OCCCCN4C=NN=C4C5=NC(=CC=C5)NC3=O)C,0.1,10.0,[0 0 0 ... 0 0 0]
C1CCOC2=C(C=C(C=C2)N3CCOCC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C1,0.1,10.0,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC=C3F,0.1,10.0,[0 1 0 ... 0 0 0]
C1CCOC2=C(C=C(C=C2)N3CCOCC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C1,0.107,9.97061622231479,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3)C,0.108,9.96657624451305,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4N3,0.1108,9.95546023960759,[0 1 0 ... 0 0 0]
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4N=C3,0.1139,9.943476275920899,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NNC(=C3)C4CC4,0.1237,9.90763030037088,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)N=CC=C4,0.1251,9.90274269030658,[0 1 0 ... 0 0 0]
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)CO,0.129,9.88941028970075,[0 0 0 ... 0 0 0]
CN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C4CCOC4,0.129,9.88941028970075,[0 0 0 ... 1 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3CN(CCO3)C4=CC=CC=C4,0.13,9.886056647693163,[0 1 0 ... 0 0 0]
C1CC1NC2=CC(=CC3=NC(=NN23)NC(=O)C4=CN=CC=C4)C(F)(F)F,0.131,9.882728704344236,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=CC=NC=C4,0.134,9.872895201635192,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=NC=CN=C4,0.138,9.860120913598763,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(C=CC(=C3)S(=O)(=O)C)OC,0.14,9.853871964321762,[0 1 0 ... 0 0 0]
CC1=CC(=NN1)NC(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,0.1419,9.848017604542527,[0 1 0 ... 0 0 0]
CC1=CC(=NN1C)NC(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,0.1427,9.845576026885354,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(C4=CC=CC=C4N3)C5=COC=C5,0.1428,9.845271792559844,[0 1 0 ... 0 0 0]
CC(C(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.143,9.844663962534938,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)C(=O)NC5=CN(N=C5)C,0.144,9.84163750790475,[0 1 0 ... 0 0 0]
CN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C4CCOC4,0.144,9.84163750790475,[0 0 0 ... 1 0 0]
CN(C)CCN1C=C(C=N1)C2=CC3=C(C=C2)OCCCCN4C=NN=C4C5=NC(=CC=C5)NC3=O,0.148,9.829738284605043,[0 0 0 ... 0 0 0]
C1CNC(=O)C2=C(C1=C3C(=O)NC(=N3)N)C=C(N2)Br,0.15,9.823908740944319,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=CC=CC=C4O3,0.1516,9.819300798703965,[0 1 0 ... 0 0 0]
CCC1=CC(=NN1)NC(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,0.1527,9.816160962943579,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)C5=CSC=C5,0.1533,9.814457845145625,[0 1 0 ... 0 0 0]
C1CN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4OC1,0.161,9.79317412396815,[0 0 0 ... 0 0 0]
